Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Андріїшин,Ольга,Венедиктівна,Жінка,06.11.1966,Будник,хутір Ржищів,"проспект Нафтовиків 1-й, буд. 485 кв. 1, Шахтарськ, 46253",+380 55 784 91 35,demianiukpetro@example.org
Щириця,Костянтин,Йосипович,Чоловік,23.10.1952,Єгер,місто Валки ,"парк Саксаганського, буд. 46, Шахтарськ, 74697",095-87-89,danylchukiaroslava@example.net
Бездітко,Василина,Кирилівна,Жінка,04.03.1962,Громадський діяч,селище Тернопіль,"сквер Ушакова, буд. 725, Івано-Франківськ, 62406",+380 68 152-84-12,makarusyk@example.com
Адаменко,Оксана,Едуардівна,Жінка,19.05.1979,Сценарист,село Середина-Буда,"провулок Тракторна, буд. 3, Новодружеськ, 51630",+380 56 525 69 92,mgalagan@example.net
Дурдинець,Володимира,Мартинівна,Жінка,02.08.1967,М'ясник,селище Березівка,"шосе Урожайна, буд. 5 кв. 39, Суходільськ, 07369",072 645-49-11,shtepaoleksa@example.net
Царенко,Устим,Антонович,Чоловік,17.06.1986,Доцент,місто Дубляни,"площа Лютеранський, буд. 738 кв. 727, Сорокине, 91775",069 439-87-86,mykytasamoilenko@example.net
Байдак,Гордій,Олександрович,Чоловік,02.12.1973,Астроном,хутір Молодогвардійськ,"вулиця Хімічний 2-й, буд. 067 кв. 966, Новгород-Сіверський, 46530",067 252-82-86,heorhiivyshyvana@example.org
Бабак,Семен,Дмитрович,Чоловік,14.11.1994,Менеджер,село Довжанськ,"парк Сільськогосподарський, буд. 991 кв. 21, Тернівка , 73353",+380 35 896 13 94,andriihavrylyshyna@example.org
Чаленко,Леонід,Микитович,Чоловік,17.11.1955,Історик,село Хмільник,"проспект Водопровідний 2-й, буд. 9 кв. 3, Феодосія, 34970",097 35 44,anastasiia69@example.org
Рябовіл,Пантелеймон,Ааронович,Чоловік,08.05.1964,Науковець,хутір Калуш,"сквер Леваневського, буд. 111 кв. 81, Почаїв, 20352",+380 95 407-52-42,tzaporozhets@example.com
Стець,Юстина,Францівна,Жінка,09.05.1988,Геолог,місто Верхівцеве,"набережна Чернігівський, буд. 671 кв. 1, Горохів, 85023",798-91-69,sheremetsymon@example.com
Корж,Роман,Мартинович,Чоловік,16.01.1952,Доцент,місто Вугледар,"набережна Перепечка, буд. 46, Соледар, 88296",004 526 20 53,kybkalopanas@example.com
Чорновіл,Орина,Соломонівна,Жінка,28.03.1975,Філолог,місто Боково-Хрустальне,"площа Курганська, буд. 30 кв. 498, Борзна, 71329",064 750-63-87,khrystyna28@example.com
Фаренюк,Ярема,Веніяминович,Чоловік,07.12.1999,М'ясник,місто Бахчисарай,"провулок Скидановська, буд. 039 кв. 70, Кролевець, 78903",+380 80 978 04 99,solomiia77@example.org
Вернидуб,Антон,Георгійович,Чоловік,14.11.1940,Доцент,селище Суходільськ,"парк Чорноморський 7-й, буд. 892, Жидачів, 73090",223-62-58,arsen25@example.net
Атаманчук,Петро,Владиславович,Чоловік,21.01.1953,Дерун,місто Хоростків,"узвіз Раїси Сергієнко, буд. 38, Золочів, 03407",+380 96 942 76 51,teodor71@example.com
Журавель,Федір,Веніяминович,Чоловік,24.11.1985,Водій,село Нова Одеса,"провулок Єрмака, буд. 1 кв. 5, Покров, 35962",052 765 58 62,tereza94@example.net
Шморгун,Єлисей,Вікторович,Чоловік,21.09.1941,Дизайнер,хутір Гайсин,"узвіз Флотський 3-й, буд. 398 кв. 2, Львів, 54441",246 83 37,markoartymyshyn@example.com
Литвиненко,Оксана,Опанасівна,Жінка,08.01.1945,Програміст,хутір Сватове,"сквер 3-тя Лінія 6-й ст. Люстдорфської дороги, буд. 8, Ужгород, 93326",060 305 20 26,omelianmalyk@example.com
Масоха,Вʼячеслав,Олесьович,Чоловік,28.11.1959,Дизайнер,місто Городище ,"набережна Рівності 1-й, буд. 886, Знам'янка, 74571",043 195 02 46,violettaorlyk@example.net
Ґереґа,Альбіна,Азарівна,Жінка,14.10.1950,Публіцист,місто Карлівка,"сквер Павла Кравцова, буд. 990, Хирів, 28318",052 401-64-44,sgereta@example.net
Фартушняк,Трохим,Русланович,Чоловік,30.03.1959,Доцент,селище Новомосковськ,"проспект Андрійця Олега, буд. 54 кв. 225, Белз, 74857",+380 54 767-10-59,zusyk@example.com
Савенко,Дмитро,Яковович,Чоловік,06.09.1946,Кінорежисер,село Керч,"вулиця Суднобудівна, буд. 9 кв. 88, Решетилівка, 34289",096 109-54-57,sofiia70@example.org
Гавриш,Одарка,Станіславівна,Жінка,22.03.1979,Медик,місто Кагарлик,"проспект Соляний 5-й, буд. 078, Яворів, 28658",+380 43 542 40 07,orkhyp84@example.org
Аверченко,Орина,Стефанівна,Жінка,09.01.1942,Електромонтер,селище Ніжин,"площа Лінія 42-га, буд. 0 кв. 0, Остер , 68831",+380 92 550 45 13,hordiideineko@example.net
Рябченко,Вадим,Святославович,Чоловік,27.03.1955,Астроном,місто Ізяслав,"сквер Рівний, буд. 75, Богодухів, 81043",+380 (79) 584-17-71,wdanchenko@example.com
Лемешко,Климент,Єфремович,Чоловік,08.11.1966,Маркетолог,селище Курахове,"узвіз Брестська, буд. 735 кв. 677, Монастириська, 90889",173 13 16,iukhym87@example.net
Вдовенко,Ярослава,Аврелійовна,Жінка,02.12.1986,Графік,хутір Помічна,"площа Рівності, буд. 895 кв. 140, Буськ, 52044",+380 03 228-67-89,adakorpaniuk@example.org
Бабиченко,Павло,Панасович,Чоловік,24.07.1950,Мистецтвознавець,місто Сміла,"узвіз Аеропортівський 1-й, буд. 78, Березань , 71231",+380 16 258-78-20,ihorlemeshko@example.com
Гаврилишин,Мілена,Мартинівна,Жінка,13.01.1959,Композитор,хутір Малин,"шосе Лузанівський 1-й, буд. 25, Селидове, 87956",+380 14 681-50-29,tarasishchenko@example.com
Батюк,Дан,Юхимович,Чоловік,08.09.1998,Секретар,хутір Марганець ,"площа Радіо, буд. 9 кв. 92, Макіївка, 91784",+380 66 412-89-70,fdashkevych@example.org
Парасюк,Єлисей,Вʼячеславович,Чоловік,27.09.1963,Психолог,селище Богодухів,"провулок Гаванна, буд. 88 кв. 4, Житомир, 11213",050 09 45,dubenkomykolai@example.com
Демʼянчук,Панас,Опанасович,Чоловік,02.07.1990,Астроном,село Тетіїв,"шосе Західний 3-й, буд. 58, Тячів, 43356",+380 97 620 85 87,mmazepa@example.net
Бандурка,Омелян,Миронович,Чоловік,17.02.1966,Кур'єр,місто Моршин,"проспект Професора Коровицького, буд. 5 кв. 283, Добромиль, 05374",663 22 24,pkyrylenko@example.com
Сиротенко,Сніжана,Феофанівна,Жінка,31.08.1969,Бухгалтер,село Соснівка ,"набережна 3-тя Лінія Марії Демченко, буд. 6, Бердичів, 52972",029 573-95-65,malyshkozlatoslava@example.org
Чабан,Михайлина,Йосипівна,Жінка,13.09.1990,Бібліограф,хутір Єнакієве,"узвіз Ванний, буд. 478, Куп'янськ, 54457",039 428-84-39,azhurba@example.net
Демʼянчук,Василь,Єфремович,Чоловік,17.08.1958,Прокурор,хутір Богуслав,"проспект Академіка Векслера, буд. 076 кв. 046, Скадовськ, 81165",023 312 10 75,cveres@example.com
Палій,Ярослав,Петрович,Чоловік,28.10.1971,Філолог,місто Шпола,"вулиця Василя Стуса, буд. 89, Сулимівка (Слов'янськ), 13181",+380 14 784-98-25,orestchalyi@example.org
Єсипенко,Руслан,Богданович,Чоловік,10.01.1987,Ботанік,село Очаків,"проспект Асташкіна, буд. 757, Балаклія, 19139",395-60-26,kkashchenko@example.org
Андрейко,Ігнат,Володимирович,Чоловік,21.08.1991,Гицель,село Гірник ,"шосе Наявний 4-й, буд. 6 кв. 94, Алмазна, 15413",+380 (43) 086-49-44,uazhazha@example.org
Христенко,Опанас,Сергійович,Чоловік,21.01.1974,Редактор,селище Бахмут,"сквер Рівності 2-й, буд. 65, Жовква, 59719",+380 31 632-47-23,andriiiemets@example.org
